Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
"Oh, I told the stripper to be here at five. Thats good right?",Phoebe,neutral,neutral,967,0,468,0,8,20,"00:04:35,888","00:04:39,434",178,144,12,True,"[('five', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You ordered a stripper for the shower?! That is totally inappropriate!,Monica,anger,negative,967,1,468,1,8,20,"00:04:41,644","00:04:44,939",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What? Hes gonna be dressed as a baby!  Oh hi Mrs. Green!,Phoebe,surprise,positive,967,2,468,2,8,20,"00:04:45,148","00:04:52,780",178,144,12,True,"[('Green', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
Hi!,Monica,joy,positive,967,3,468,3,8,20,"0:04:49,110","0:04:52,702",144,178,12,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
Im so glad you could make it.,Phoebe,joy,positive,967,4,468,4,8,20,"0:04:52,702","0:04:52,844",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yes, thank you so much. And again, were so sorry. We could not feel worse about it.",Monica,joy,positive,967,5,468,5,8,20,"00:04:52,947","00:04:57,118",144,178,12,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",SocialObligationManagement,Apology
Shes still mad.,Monica,neutral,neutral,967,6,468,7,8,20,"00:05:03,124","00:05:05,293",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah I know. Isnt it great? One less person we have to make small talk with.,Phoebe,joy,positive,967,7,468,8,8,20,"00:05:05,460","00:05:08,504",178,144,12,True,"[('One', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Phoebe, Sandras mad at you too. It-it doesnt bother you?",Monica,surprise,positive,967,8,468,9,8,20,"00:05:08,963","00:05:12,967",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}, {'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",Task,Statement
"Yes, thank you so much. And again, were so sorry. We could not feel worse about it.",Monica,joy,positive,968,0,468,5,8,20,"00:04:52,947","00:04:57,118",144,159,270,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",SocialObligationManagement,Apology
Try. Theres my little girl.,Mrs. Green,joy,positive,968,1,468,6,8,20,"00:04:57,910","00:05:02,457",159,144,270,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Shes still mad.,Monica,neutral,neutral,968,2,468,7,8,20,"00:05:03,124","00:05:05,293",144,159,270,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, thats veryReally very-very okay.",Rachel,neutral,neutral,969,0,469,0,8,23,"00:06:10,942","00:06:14,237",185,134,271,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Julies cervix is dilated a seven centimeters, thats about four fingers. The doctor let me feel it myself.",Marc,joy,positive,969,1,469,1,8,23,"00:06:14,445","00:06:24,205",134,185,271,True,"[('Julie\x92s cervix', 'PERSON'), ('seven centimeters', 'QUANTITY'), ('that\x92s about four', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No, I dont think well be doing that.",Rachel,disgust,negative,970,0,471,0,8,23,"0:06:24,413","0:06:25,845",185,197,5,True,"[('we\x92ll', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Were not gonna do that.,Ross,disgust,negative,970,1,471,1,8,23,"0:06:25,845","0:06:27,763",197,185,5,True,"[('We\x92re', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Uh yes! Thank you.,Ross,joy,positive,970,2,471,4,8,23,"0:06:34,099","0:06:35,150",197,185,5,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Oh. Oh wait no.,Rachel,neutral,neutral,970,3,471,5,8,23,"0:06:35,258","0:06:37,177",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Later.,Ross,neutral,neutral,970,4,471,6,8,23,"0:06:37,177","0:06:37,314",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Were not gonna do that.,Ross,disgust,negative,971,0,471,1,8,23,"0:06:25,845","0:06:27,763",197,114,272,True,"[('We\x92re', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, if you like you can feel Rachels and then feel mine to compare.",Julie,neutral,neutral,971,1,471,2,8,23,"00:06:27,875","00:06:30,795",114,197,272,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, if you like you can feel Rachels and then feel mine to compare.",Julie,neutral,neutral,972,0,471,2,8,23,"00:06:27,875","00:06:30,795",114,158,273,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Am I interrupting?,Mrs. Geller,neutral,neutral,972,1,471,3,8,23,"0:06:32,547","0:06:34,099",158,114,273,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Am I interrupting?,Mrs. Geller,neutral,neutral,973,0,471,3,8,23,"0:06:32,547","0:06:34,099",158,197,241,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Uh yes! Thank you.,Ross,joy,positive,973,1,471,4,8,23,"0:06:34,099","0:06:35,150",197,158,241,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"Oh uh, Im sorry.",Ross,neutral,neutral,974,0,472,1,6,23,"00:06:37,468","00:06:40,096",197,185,5,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",SocialObligationManagement,Apology
No Ross! Ross! Ross! My child has no father!,Rachel,fear,negative,974,1,472,2,6,23,"00:06:40,263","00:06:45,268",185,197,5,True,"[('Ross', 'PERSON'), ('Ross', 'PERSON'), ('Ross', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Try feeding her again.,Monica,neutral,neutral,975,0,473,0,9,2,"0:11:23,557","0:11:24,899",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I already fed her.,Rachel,neutral,neutral,975,1,473,1,9,2,"0:11:24,899","0:11:26,609",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I know, that’s why I said again!",Monica,anger,negative,975,2,473,2,9,2,"00:11:26,727","00:11:29,437",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I know, that’s why I said again!",Monica,anger,negative,976,0,473,2,9,2,"00:11:26,727","00:11:29,437",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,negative,976,1,473,3,9,2,"00:11:30,606","00:11:37,070",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,negative,977,0,473,3,9,2,"00:11:30,606","00:11:37,070",178,29,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hey.,Chandler,neutral,neutral,977,1,473,4,9,2,"00:11:36,028","00:11:37,070",29,178,3,False,[],False,[],,
Phoebe! Rachel! Its Monica! I wonder what you could possibly need me for on such short notice!  Oh.,Monica,joy,positive,978,0,474,0,7,19,"00:18:55,175","00:19:01,806",144,185,22,True,"[('Rachel', 'PERSON'), ('Monica', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh Monica, we are so sorry.",Rachel,sadness,negative,978,1,474,1,7,19,"00:19:05,060","00:19:10,273",185,144,22,True,"[('Monica', 'PERSON')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",SocialObligationManagement,Apology
For what?,Monica,joy,positive,978,2,474,2,7,19,"00:19:06,478","00:19:10,273",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Well first, for forgetting to throw you a bridal shower.",Rachel,sadness,negative,978,3,474,3,7,19,"00:19:10,440","00:19:14,318",185,144,22,True,"[('first', 'ORDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ugh,Rachel,sadness,negative,978,4,474,9,7,19,"0:19:36,562","0:19:36,856",185,144,22,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Well no, wait a minute, thats not true!",Monica,sadness,negative,978,5,474,10,7,19,"0:19:36,967","0:19:38,844",144,185,22,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"No, what did, that was really sweet.",Monica,joy,positive,978,6,474,11,7,19,"0:19:38,844","0:19:41,868",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And it kinda works out for the best.,Monica,joy,positive,978,7,474,12,7,19,"0:19:41,972","0:19:43,854",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"What do you, what do you mean?",Rachel,surprise,positive,978,8,474,13,7,19,"0:19:43,854","0:19:45,536",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Well now, I get to spend my shower with the only people I really love!",Monica,joy,positive,978,9,474,14,7,19,"00:19:45,642","00:19:50,229",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I mean, I get all those presents  without having to talk to people I dont even like!",Monica,joy,positive,978,10,474,15,7,19,"00:19:50,397","00:19:55,234",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Surprise,Rachel,sadness,negative,978,11,474,16,7,19,"0:20:01,116","0:20:02,668",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well first, for forgetting to throw you a bridal shower.",Rachel,sadness,negative,979,0,474,3,7,19,"00:19:10,440","00:19:14,318",185,178,21,True,"[('first', 'ORDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And then for forgetting to invite you to it.,Phoebe,neutral,neutral,979,1,474,4,7,19,"00:19:14,486","00:19:16,946",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",Phoebe,neutral,neutral,979,2,474,6,7,19,"00:19:21,034","00:19:27,915",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, we wanted to throw you a big surprise and a great shower, and now you dont have either.",Rachel,sadness,negative,979,3,474,7,7,19,"00:19:28,750","00:19:35,173",185,178,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We ruined everything.,Phoebe,sadness,negative,979,4,474,8,7,19,"0:19:35,340","0:19:36,562",178,185,21,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ugh,Rachel,sadness,negative,979,5,474,9,7,19,"0:19:36,562","0:19:36,856",185,178,21,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
And then for forgetting to invite you to it.,Phoebe,neutral,neutral,980,0,474,4,7,19,"00:19:14,486","00:19:16,946",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
You al-you already had it?,Monica,surprise,negative,980,1,474,5,7,19,"00:19:19,366","00:19:20,867",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",Phoebe,neutral,neutral,980,2,474,6,7,19,"00:19:21,034","00:19:27,915",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well no, wait a minute, thats not true!",Monica,sadness,negative,980,3,474,10,7,19,"0:19:36,967","0:19:38,844",144,178,12,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"No, what did, that was really sweet.",Monica,joy,positive,980,4,474,11,7,19,"0:19:38,844","0:19:41,868",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And it kinda works out for the best.,Monica,joy,positive,980,5,474,12,7,19,"0:19:41,972","0:19:43,854",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well now, I get to spend my shower with the only people I really love!",Monica,joy,positive,980,6,474,14,7,19,"00:19:45,642","00:19:50,229",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I mean, I get all those presents  without having to talk to people I dont even like!",Monica,joy,positive,980,7,474,15,7,19,"00:19:50,397","00:19:55,234",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Surprise,Rachel,sadness,negative,981,0,474,16,7,19,"0:20:01,116","0:20:02,668",185,108,1,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Surprise,Joey,joy,positive,981,1,474,17,7,19,"0:20:02,668","0:20:03,170",108,185,1,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Monica.,Rachel,neutral,neutral,981,2,474,18,7,19,"0:20:03,170","0:20:03,928",185,108,1,True,"[('Monica', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I can't believe it's raining again! Oh, it's so unfair!!!",Monica,anger,negative,982,0,475,0,9,23,"00:31:14,998","00:31:18,083",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.",Phoebe,neutral,neutral,982,1,475,1,9,23,"00:31:20,962","00:31:24,172",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Not you guys.,Phoebe,neutral,neutral,982,2,475,2,9,23,"00:31:26,551","00:31:28,594",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You got it going on!,Phoebe,joy,positive,982,3,475,3,9,23,"00:31:29,220","00:31:31,680",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, what are we gonna do today?",Monica,neutral,neutral,982,4,475,4,9,23,"00:31:34,976","00:31:37,769",144,178,12,True,"[('today', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
... Phoebe...?,Monica,surprise,negative,982,5,475,14,9,23,"0:32:01,644","0:32:03,438",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
... and...?,Phoebe,neutral,neutral,982,6,475,15,9,23,"0:32:03,438","0:32:04,409",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I clunked your heads together!,Monica,neutral,neutral,982,7,475,16,9,23,"00:32:04,547","00:32:07,841",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, what are we gonna do today?",Monica,neutral,neutral,983,0,475,4,9,23,"00:31:34,976","00:31:37,769",144,139,274,True,"[('today', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Directive'}]",Task,Directive
They have a game room downstairs! Ping pong and stuff.,Mike,neutral,neutral,983,1,475,5,9,23,"00:31:34,976","00:31:39,479",139,144,274,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ping pong?  Honey, they have ping pong! Let's play!",Monica,surprise,positive,983,2,475,6,9,23,"00:31:39,647","00:31:44,109",144,139,274,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ping pong?  Honey, they have ping pong! Let's play!",Monica,surprise,positive,984,0,475,6,9,23,"00:31:39,647","00:31:44,109",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I don't think so!,Chandler,joy,positive,984,1,475,7,9,23,"00:31:42,025","00:31:44,109",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Why not?,Monica,neutral,neutral,984,2,475,8,9,23,"00:31:45,570","00:31:47,654",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",Chandler,neutral,neutral,984,3,475,9,9,23,"00:31:47,822","00:31:50,949",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I'm not always that bad!,Monica,neutral,neutral,984,4,475,10,9,23,"0:31:52,785","0:31:54,797",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh,",Chandler,neutral,neutral,984,5,475,11,9,23,"0:31:54,797","0:31:55,559",29,144,2,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
I punched you...?,Monica,surprise,negative,984,6,475,12,9,23,"00:31:58,291","00:32:00,208",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And...?,Chandler,surprise,negative,984,7,475,13,9,23,"0:32:00,752","0:32:01,644",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
... Phoebe...?,Monica,surprise,negative,984,8,475,14,9,23,"0:32:01,644","0:32:03,438",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Sorry I ah, I scared you in there.",Ross,sadness,negative,985,0,476,0,3,20,"00:19:07,312","00:19:09,438",197,144,13,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Apology'}]",SocialObligationManagement,Apology
"Oh, thats okay. By the way, I was just checking the shower massager.",Monica,neutral,neutral,985,1,476,1,3,20,"00:19:09,606","00:19:16,612",144,197,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah.,Ross,neutral,neutral,985,2,476,2,3,20,"00:19:16,780","00:19:17,947",197,144,13,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Yeah.,Ross,neutral,neutral,986,0,476,2,3,20,"00:19:16,780","00:19:17,947",197,178,14,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Hey!,Phoebe,surprise,negative,986,1,476,3,3,20,"00:19:19,575","00:19:21,033",178,197,14,False,[],False,[],,
What?! Oh my...  Oh my God!! What happened?!,Phoebe,surprise,negative,986,2,476,5,3,20,"00:19:25,706","00:19:28,624",178,197,14,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Well, we believe it originated here.  In the Aroma Room.",Ross,neutral,neutral,986,3,476,6,3,20,"00:19:31,378","00:19:38,050",197,178,14,True,"[('the Aroma Room', 'FAC')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
All right. Did everyone get out okay?,Phoebe,fear,negative,986,4,476,7,3,20,"00:19:38,719","00:19:40,720",178,197,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ohh. What is this?,Phoebe,surprise,negative,986,5,476,9,3,20,"00:19:44,725","00:19:46,559",178,197,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"No Phoebe, dont look! You dont want to see whats under there!!",Ross,fear,negative,986,6,476,10,3,20,"00:19:46,727","00:19:48,769",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ohh, the-the Foster puppets!",Phoebe,sadness,negative,986,7,476,11,3,20,"00:19:51,773","00:19:53,733",178,197,14,True,"[('Ohh', 'PERSON'), ('Foster', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hey!,Phoebe,surprise,negative,987,0,476,3,3,20,"00:19:19,575","00:19:21,033",178,144,12,False,[],False,[],,
I tried to reach you at work. Theres....been a fire.,Monica,sadness,negative,987,1,476,4,3,20,"00:19:21,201","00:19:25,538",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What?! Oh my...  Oh my God!! What happened?!,Phoebe,surprise,negative,987,2,476,5,3,20,"00:19:25,706","00:19:28,624",178,144,12,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
All right. Did everyone get out okay?,Phoebe,fear,negative,987,3,476,7,3,20,"00:19:38,719","00:19:40,720",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Well, the giraffes okay. And so is the pirate.",Monica,neutral,neutral,987,4,476,8,3,20,"00:19:40,888","00:19:44,557",144,178,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Ohh. What is this?,Phoebe,surprise,negative,987,5,476,9,3,20,"00:19:44,725","00:19:46,559",178,144,12,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
Hey! How long until Petes fight?,Ross,neutral,neutral,988,0,477,0,3,24,"00:14:00,881","00:14:03,758",197,144,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, about five minutes. Right now theyre interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",Monica,neutral,neutral,988,1,477,1,3,24,"00:14:00,881","00:14:10,056",144,197,13,True,"[('about five minutes', 'TIME'), ('Iran', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hot dog?,Ross,neutral,neutral,988,2,477,2,3,24,"00:14:10,224","00:14:13,601",197,144,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Four, please.  Im really nervous.  Thank you.",Monica,fear,negative,988,3,477,3,3,24,"00:14:14,186","00:14:17,772",144,197,13,True,"[('Four', 'CARDINAL')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"Four, please.  Im really nervous.  Thank you.",Monica,fear,negative,989,0,477,3,3,24,"00:14:14,186","00:14:17,772",144,178,12,True,"[('Four', 'CARDINAL')]",True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"So Ross, how umm, how did it go with Bonnie?",Phoebe,neutral,neutral,989,1,477,4,3,24,"00:14:20,067","00:14:23,194",178,144,12,True,"[('Ross', 'PERSON'), ('Bonnie', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"So Ross, how umm, how did it go with Bonnie?",Phoebe,neutral,neutral,990,0,477,4,3,24,"00:14:20,067","00:14:23,194",178,197,14,True,"[('Ross', 'PERSON'), ('Bonnie', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"I gotta tell you, I-I wasnt expecting to like her at all, I mean I actually wasnt expecting to like anyone right now, but shes really terrific.",Ross,joy,positive,990,1,477,5,3,24,"00:14:23,445","00:14:33,079",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ohh, thats too bad!",Phoebe,sadness,negative,990,2,477,6,3,24,"00:14:33,247","00:14:34,289",178,197,14,True,"[('Ohh', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No, I-Im saying I liked her.",Ross,joy,positive,990,3,477,7,3,24,"00:14:36,750","00:14:39,168",197,178,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, y'know what, there are other fish in the sea.",Phoebe,neutral,neutral,990,4,477,8,3,24,"00:14:39,420","00:14:41,296",178,197,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Pheebs, I think shes great. Okay? Were going out again.",Ross,joy,positive,990,5,477,9,3,24,"00:14:42,548","00:14:45,800",197,178,14,True,"[('Pheebs', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,negative,990,6,477,10,3,24,"00:14:46,427","00:14:49,637",178,197,14,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,negative,991,0,477,10,3,24,"00:14:46,427","00:14:49,637",178,29,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
Hey! Which ones my turkey burger?,Chandler,neutral,neutral,991,1,477,11,3,24,"00:14:51,473","00:14:53,474",29,178,3,True,"[('turkey', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nine times!,Chandler,anger,negative,991,2,477,15,3,24,"00:15:02,484","00:15:03,985",29,178,3,True,"[('Nine', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, I had to put on lotion!",Chandler,neutral,neutral,991,3,477,16,3,24,"00:15:04,820","00:15:06,446",29,178,3,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But, its gonna be okay, because as of tomorrow Im conducting an experiment, and if all goes as planned, my butt will be smack free.",Chandler,neutral,neutral,991,4,477,17,3,24,"00:15:11,785","00:15:15,747",29,178,3,True,"[('tomorrow', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hey! Which ones my turkey burger?,Chandler,neutral,neutral,992,0,477,11,3,24,"00:14:51,473","00:14:53,474",29,197,11,True,"[('turkey', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ahh, the one next to my foot. Sorry.",Ross,neutral,neutral,992,1,477,12,3,24,"00:14:53,767","00:14:55,977",197,29,11,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Okay, well be right in.  So ah, did your boss try to slap you again today?",Ross,neutral,neutral,992,2,477,14,3,24,"00:14:56,979","00:15:02,317",197,29,11,True,"[('today', 'DATE')]",False,[],,
Nine times!,Chandler,anger,negative,992,3,477,15,3,24,"00:15:02,484","00:15:03,985",29,197,11,True,"[('Nine', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
